state,N,P,K,temperature,humidity,ph,rainfall,season,crop
West Bengal,48.14,38.64,56.49,28.19,66.9,6.44,4.48,June to September,cotton
Andhra Pradesh,59.75,32.13,60.08,27.16,78.4,7.04,1.39,June to September,soybean
Nagaland,75.2,34.36,37.41,23.62,67.6,6.4,0.68,September to March,tomato
Tripura,40.02,41.39,25.64,21.53,61.4,8,1.28,October to February,pulses
Punjab,87.28,35.95,45.48,16.69,50.4,6.88,0,November to March,wheat
Kerala,94.18,46.26,35.88,28.42,82.8,6.55,0.23,June to September,rice
Odisha,55.29,38.81,37.63,25.88,62.9,7.08,5.28,June to September,soybean
Tripura,49.81,43.12,89.07,22.14,79.3,5.05,1.42,April to September,tea
Uttar Pradesh,92.86,51.11,73.9,29.61,75.9,6,0.83,February to October,sugarcane
Haryana,86.21,49.57,59,13.13,60.2,6.69,0.44,November to March,wheat
Tripura,66.58,49.7,82.67,25.43,86.1,4.8,2.13,April to September,tea
Madhya Pradesh,73.97,23.74,67.32,22.8,71.2,6,3.33,October to March,onion
Madhya Pradesh,29.05,39.25,34.35,28.19,70.5,6.44,0.79,June to September,groundnut
Rajasthan,56.43,29.7,49.88,23.17,57.2,6.05,0.44,September to March,tomato
Tamil Nadu,49.81,34.95,31.04,21.81,55,7.8,1.53,October to February,pulses
West Bengal,69.21,36.86,40.12,22.41,83.7,5.62,21.16,April to September,tea
Haryana,35.71,37.19,31.22,26.87,54.4,7.03,0,October to February,pulses
Punjab,73.39,36.27,57.54,23.84,53.2,6.92,9.85,September to March,tomato
West Bengal,80.35,46.39,71.03,22.26,88.1,5.16,1.74,April to September,tea
Assam,92.92,42.09,40.64,29.86,89.4,6.11,12.08,June to September,rice
Odisha,69.01,52.05,47.32,26.31,68.8,5.5,4.44,June to October,maize
Assam,68.62,39.45,86.37,26.3,85.3,4.92,1.92,April to September,tea
Tripura,51.25,22.42,29.05,23,67.8,6.62,1.23,October to February,pulses
Tripura,71.88,57.93,69.83,16.38,80.3,6.5,0.02,October to March,potato
Karnataka,54.68,48.62,47.41,27.81,65.6,6.63,0.08,June to September,soybean
Tamil Nadu,121.92,64.51,103.84,31.55,78.3,7.23,25.32,February to October,sugarcane
Andhra Pradesh,64.48,36.63,39.86,32.64,46.3,6.1,1.78,June to September,bajra
Karnataka,54.87,45.41,40.94,26.49,62.3,5.5,1.04,June to September,soybean
Rajasthan,71.07,35.63,45.59,30.67,38.7,6.9,5.31,June to September,jowar
Haryana,88.07,54.18,43.58,20.81,54.6,7.71,0.3,November to March,wheat
Uttar Pradesh,100.76,67.3,87.77,31.27,79.4,7.5,3.18,February to October,sugarcane
Odisha,48.35,23.31,44.16,32.8,38.5,7.5,1.34,June to September,bajra
Assam,32.95,37.98,65.23,27.7,78.5,6.9,0.79,June to September,groundnut
Himachal Pradesh,36.96,51,31.64,27.67,72.7,5.8,1.3,June to September,groundnut
West Bengal,47.05,30.15,49.18,34.94,38.7,7.11,0.63,June to September,bajra
Uttar Pradesh,37.59,39.6,34.74,22.12,51.4,6.4,1.31,October to February,pulses
Maharashtra,113.35,62.74,75.89,31.06,82.8,6.6,1.94,February to October,sugarcane
Bihar,43.88,37.72,60.68,30.8,59.2,7.81,0.32,June to September,cotton
Tripura,59.41,38.68,46.69,29.17,54.9,6.83,0,June to September,jowar
Punjab,28.56,42.14,34.94,28.4,65.4,6.54,0.55,June to September,groundnut
Nagaland,58.66,29.88,38.4,24.55,56.8,7,1.51,October to February,pulses
Maharashtra,53.8,41.76,54.44,21.77,60.5,6.9,0.13,October to March,onion
Uttarakhand,56.93,39.68,37.73,26.46,56.2,6.01,0,June to September,soybean
Chhattisgarh,59.31,38.23,56.33,25.81,75.5,6.61,2.23,September to March,tomato
West Bengal,52.51,35.84,58.02,29.46,68.3,6.52,1.09,June to September,cotton
Odisha,67.61,39.3,46.08,31.75,65.7,7.21,2.33,June to September,cotton
Himachal Pradesh,56.9,34.09,58.09,27.72,65.4,7.09,3.84,June to September,cotton
Kerala,106.26,55.46,85.53,19.11,84.9,7.31,4.68,October to March,potato
Tamil Nadu,46.24,43.56,51.96,24.13,84.6,5.87,2.56,March to September,coffee
Tamil Nadu,85.53,51.24,55.31,24.92,87.8,6.09,7.21,March to September,coffee
Punjab,93.02,46.94,52.69,18.38,60.9,6.47,0,November to March,wheat
Andhra Pradesh,67.23,40.28,77.7,21.01,68.2,6.99,2.91,October to March,onion
Uttar Pradesh,75.89,38.2,45.69,21.41,72.9,6.93,0,November to March,wheat
Maharashtra,80.51,47.6,46.7,26.61,79.6,6.99,6.43,June to September,rice
Tamil Nadu,89.45,47.29,46.71,27.88,89.9,6.78,8.63,June to September,rice
Tripura,74.13,54.56,66.97,22.95,82,6.2,0.98,April to September,tea
Maharashtra,70.26,37.63,76.26,22.95,64.8,6.51,0.3,October to March,onion
West Bengal,69.33,50.24,73.99,25.77,83.6,5.86,8.83,April to September,tea
Chhattisgarh,32.02,36.01,48.52,29.77,79.2,6.28,0.24,June to September,groundnut
Maharashtra,68.03,40.48,52.12,31.2,50.6,6.7,0.48,June to September,jowar
Punjab,67.83,43.15,46.2,26.02,56.7,7.14,0.06,June to October,maize
Haryana,77.48,43.38,48.58,13.39,46.4,6.77,0,November to March,wheat
Tamil Nadu,68.27,51.06,83.24,23.23,89.3,5.15,4.9,March to September,coffee
Madhya Pradesh,46.54,34.54,45.22,34.28,41.6,6.17,0.16,June to September,bajra
Karnataka,75.81,63.42,42.36,23.46,83.8,5.93,0,March to September,coffee
Himachal Pradesh,72.64,33.58,64.46,27.78,67,7.56,0,June to September,cotton
Karnataka,57.78,38.05,42.88,27.64,69.9,6.48,0.49,June to September,soybean
Tamil Nadu,44.69,37.46,40.05,26.93,64.6,6.05,0.29,June to September,soybean
Tamil Nadu,56.33,40.63,65,25.02,82,5.73,7.64,March to September,coffee
Punjab,78.75,29.61,69.06,27.71,62,6.55,0.76,June to September,cotton
Nagaland,80.57,40.65,47.25,30.25,62.1,6.7,0.98,June to September,jowar
Nagaland,62.05,31.04,47.97,27.03,67.4,7.14,2.24,June to September,cotton
Odisha,66.96,39.68,58.44,25.2,65.9,7.5,0.53,September to March,tomato
Maharashtra,95.16,46.41,52.07,29.51,82.5,5.61,2.13,June to September,rice
Telangana,72.87,41.18,71.33,23.86,61.4,7.23,0,October to March,onion
Jharkhand,75.15,35.49,53.49,28.99,72.1,7.3,0.32,June to September,cotton
Himachal Pradesh,40.88,33.11,39.69,16.75,59.8,6.81,0,October to February,pulses
Tamil Nadu,87.06,62.57,62.86,17.67,82.2,6.26,0.7,October to March,potato
Karnataka,64.17,39.47,76.73,23.07,87.6,5.42,0.71,March to September,coffee
Karnataka,56.45,49.49,66.75,24.14,88.8,5.88,33.14,March to September,coffee
Assam,95.72,39.74,49.51,29.72,91.9,5.6,10.83,June to September,rice
Uttar Pradesh,61.1,49.45,38.97,29.96,58.6,6.66,1.74,June to September,soybean
Maharashtra,120.63,69.39,111.2,31.84,83.3,6.47,0.21,February to October,sugarcane
Telangana,46.74,24.4,56.22,30.7,46.7,6.27,1.54,June to September,bajra
Gujarat,45.13,34.66,38.33,25.8,61.5,6.94,1.29,June to September,soybean
Uttar Pradesh,59.31,47.38,81.89,18.29,75.2,6.57,1.12,October to March,potato
Nagaland,56.07,34.1,46.43,31.21,49,7.36,0,June to September,bajra
Jharkhand,63.1,26.75,70.37,23.24,67.2,6,0.45,October to March,onion
West Bengal,76.96,35.34,58.19,31.1,56.5,6.34,3.45,June to September,jowar
Himachal Pradesh,64.08,36.01,47.03,20.78,62.1,6.86,3.12,September to March,tomato
Karnataka,105.35,54.74,101.67,28.2,79.2,6.89,1.22,February to October,sugarcane
Madhya Pradesh,48.14,45.57,43.1,29.19,73.8,7.26,7.33,June to September,groundnut
Karnataka,50.4,36.52,56,24.3,91.2,6.39,0.61,March to September,coffee
Uttar Pradesh,72.66,45.78,60.25,19.34,70.1,6.96,0.01,October to March,potato
Odisha,73.39,42.29,62.56,18.58,76.9,6.32,0,October to March,potato
Punjab,36.78,31.16,28.09,20.5,53.3,6.58,1.2,October to February,pulses
Andhra Pradesh,89.2,52.74,41.95,30.84,86.8,6.79,1.41,June to September,rice
Himachal Pradesh,51.9,35.68,37.87,23.66,55.7,6.57,0,June to September,soybean
Kerala,69.84,55.62,93.19,24.22,93.4,4.5,13.85,April to September,tea
Uttar Pradesh,38.8,34.65,35.26,21.62,52.8,6.52,0.99,October to February,pulses
Punjab,84.68,48.72,39.7,17.31,56.1,7.57,0.29,November to March,wheat
Punjab,103.15,41.57,52.96,13.99,54.8,7.14,0,November to March,wheat
Rajasthan,65.18,25.42,59.19,31.41,40.7,5.58,0.48,June to September,jowar
Uttar Pradesh,103.09,52.31,40.5,18.2,50.7,6,0,November to March,wheat
Chhattisgarh,45.98,26.86,50.57,29.83,73.3,7.16,0.2,June to September,groundnut
Manipur,68.31,36.84,49.68,28.14,67.5,5.91,0.25,June to October,maize
Gujarat,55.3,39.49,71.56,31.37,60.3,7.08,0.67,June to September,cotton
Uttarakhand,100.35,45.98,71.52,18.79,76.3,6.86,0,October to March,potato
Assam,59.3,32.38,56.69,29.9,56.3,7.14,0,June to September,jowar
Madhya Pradesh,64.73,34.77,74.66,22.17,58.1,6,0.38,October to March,onion
Andhra Pradesh,40.64,37.42,49.1,27.55,66.1,6.96,1.52,June to September,soybean
Haryana,105.27,34.36,49.03,15.1,63.6,7.56,0.17,November to March,wheat
Uttarakhand,90.76,46.07,65.58,18.26,69.5,5.5,0.48,October to March,potato
Gujarat,66.39,33.34,35.08,28.39,73.6,6.6,2.26,June to October,maize
Telangana,64.35,43.73,49.5,29.78,52.8,6.54,0.8,June to September,jowar
Madhya Pradesh,96.96,62.23,52.19,14.91,60.1,6,0.1,November to March,wheat
Telangana,75.06,29.33,51.75,34.52,48.9,6.99,0.32,June to September,bajra
Kerala,55.36,22.25,25.17,20.6,59.2,7.12,0.68,October to February,pulses
Kerala,53.46,38.6,55.23,28.65,67.5,7.03,2.3,June to September,cotton
Manipur,68.08,43.32,39.43,27.65,65.2,6.97,0.78,June to October,maize
Assam,86.6,42,42.79,26.33,83.3,6.7,1.83,June to September,rice
Jharkhand,63.7,28.88,60.06,31.17,51.9,8,1.08,June to September,jowar
Bihar,54.25,31.93,48.02,22.62,69.2,5.95,0.07,September to March,tomato
Uttar Pradesh,108.78,42.67,46.63,15.29,58,7.06,0.27,November to March,wheat
Madhya Pradesh,92.53,51.12,42.94,18.05,55.8,6.84,0.28,November to March,wheat
Madhya Pradesh,101.6,63.95,45.15,18.11,55.8,7.33,0.46,November to March,wheat
Telangana,44.16,35.51,48.9,28.13,75,6.12,1.52,June to September,groundnut
Odisha,43.38,35.44,31.48,25.23,57.2,6.47,0.2,October to February,pulses
West Bengal,57.46,50.34,63.91,29.39,71.1,7.06,6.17,June to September,cotton
Tripura,46.73,25.67,48.02,32.78,57.4,6.25,1.48,June to September,bajra
Tamil Nadu,58.64,28.01,58.97,29.59,73.7,6.83,8.21,June to September,cotton
Bihar,26.13,40.75,34.61,26.3,69.4,6.75,0,June to September,groundnut
Telangana,39.51,44.85,47.87,28.6,70.7,6.46,0,June to September,groundnut
Andhra Pradesh,70.92,43.61,52.54,26.32,81.3,6.37,0.23,June to September,rice
Telangana,82.93,45.63,52.92,18.95,74.4,6.7,1.04,October to March,potato
Punjab,68.38,35.75,44.08,23.61,59.1,6.12,0.33,June to October,maize
Uttar Pradesh,116.87,59.57,100.78,30.91,76.9,6,1.33,February to October,sugarcane
Gujarat,65.03,43.79,37.13,26.87,67.3,6.22,1.34,June to October,maize
Tripura,102.78,43.14,71.87,17.39,79.5,6.55,0.21,October to March,potato
Uttar Pradesh,33.6,36.2,42.72,26.18,76.9,6.56,0.28,June to September,groundnut
Nagaland,55.61,28.82,28.85,23.66,59.7,7.31,0,October to February,pulses
Tamil Nadu,66.7,44.03,61.03,31.69,50.9,7.52,4.11,June to September,jowar
Andhra Pradesh,53.36,38.7,41.63,24.78,69.8,6.01,6.06,September to March,tomato
Tamil Nadu,80.44,42.41,100.82,31.51,78.4,6.85,5.88,February to October,sugarcane
Tripura,83.76,40.66,68.43,24.74,78.7,5.16,34.36,April to September,tea
Haryana,47.8,30.19,33.56,24.69,58.2,5.93,0.43,June to September,soybean
Nagaland,63.93,32.9,77.9,23.12,64.1,6.07,0,October to March,onion
Punjab,99.31,48.8,47.54,14.99,57.9,6.68,0.14,November to March,wheat
Maharashtra,51.95,27,68.76,21.24,62.5,6.25,0,October to March,onion
Tamil Nadu,67.81,53.59,60.06,24.16,83.9,6.5,0.56,March to September,coffee
Karnataka,67.66,48.82,72.9,22.12,86.8,5.91,1.14,March to September,coffee
Tamil Nadu,85.26,51.68,47.01,28.91,77.9,7.16,9.02,June to September,rice
Maharashtra,80.67,36.92,40,27.82,82.2,6.08,6.08,June to September,rice
Himachal Pradesh,59.96,37.78,53.48,29.2,42.5,6.4,0.26,June to September,jowar
Haryana,91.06,49.18,44.05,19.67,51.9,7,0,November to March,wheat
Maharashtra,76.05,52.4,49.61,27.18,81.6,7.5,3.7,June to September,rice
Punjab,80.43,33.59,42.31,13.38,61.5,6.49,0,November to March,wheat
Himachal Pradesh,37.31,34.21,31.87,18.68,49.2,7.38,0.63,October to February,pulses
Uttarakhand,69.16,46.5,57.03,18.46,73.4,6.89,0.15,October to March,potato
Telangana,49.94,32.51,50.47,28.53,55.9,7.38,0.76,June to September,jowar
Uttarakhand,58.2,29.03,41.99,21.05,68.4,6.47,0,September to March,tomato
Himachal Pradesh,32.55,18.82,36.77,22.17,56.5,7.04,1.39,October to February,pulses
Telangana,61.15,38.09,44.48,33.37,64.4,6.16,1.22,June to September,cotton
Haryana,30.27,31.4,45.01,27.4,66.3,5.95,0.36,June to September,groundnut
Punjab,97.3,45.88,51.67,14.06,51.4,7.05,0.04,November to March,wheat
Karnataka,78.31,52.07,86.74,28.84,75.4,7.43,0.78,February to October,sugarcane
Bihar,46.86,26.77,40.02,22.54,57.4,6.61,0,October to February,pulses
Manipur,53.37,46.77,72.58,21.81,72.3,6.82,4.83,October to March,onion
Madhya Pradesh,70.28,40.15,45.04,23.07,59.4,5.88,0.83,September to March,tomato
Andhra Pradesh,56.34,38.48,73.07,24.53,66.3,7.05,0.37,October to March,onion
Himachal Pradesh,52.07,32.86,44.72,26.19,60.3,6.53,1.59,June to September,soybean
Kerala,72.65,44.86,38.24,29.27,86.6,6.28,5.31,June to September,rice
Odisha,32.93,26.46,31.71,29.75,74.6,5.81,0.72,June to September,groundnut
Tamil Nadu,67.48,41.06,54.06,25.96,82.5,6.5,0.46,March to September,coffee
Chhattisgarh,61.82,37.09,65.61,19.48,65.7,6.84,1.76,October to March,onion
Uttarakhand,44.88,37.04,36.17,26.38,66.8,5.48,13.7,June to September,groundnut
Goa,31.57,36.71,33.1,18.72,60.9,6.54,1.33,October to February,pulses
Nagaland,67.37,37.06,56.66,32.61,60.6,5.82,0,June to September,jowar
Bihar,56.39,37.78,58.6,25.63,62.1,6.4,1.04,September to March,tomato
West Bengal,67.23,34.15,44.15,26.79,68.3,7.38,0,June to October,maize
Uttar Pradesh,73.74,34.73,52.99,24.89,60.4,6.93,1.74,September to March,tomato
West Bengal,43.45,34.57,47.36,33.56,55.8,7.23,0.66,June to September,bajra
Karnataka,36.01,24.48,47.67,27.57,74.8,6.04,0.55,June to September,groundnut
Tripura,28.78,39.78,46.31,30.31,78.7,6.05,0.93,June to September,groundnut
Himachal Pradesh,79.74,41.72,59.75,27.42,49.6,6.32,0.01,June to September,jowar
Punjab,94.02,47.09,48.26,18.45,48.2,6.46,0,November to March,wheat
Bihar,92.86,44.1,61.76,17.96,73.9,6.48,0.24,October to March,potato
Uttar Pradesh,95.95,41.54,59.95,17.04,56.4,6.71,1.06,November to March,wheat
Tripura,72.42,39.94,59.24,26.82,88.6,4.58,1.66,April to September,tea
Odisha,79.24,54.53,50.65,27.69,75,6.5,0.3,June to September,rice
Andhra Pradesh,70.97,43.31,51.05,28.92,63.1,7.61,6.43,June to September,cotton
Andhra Pradesh,39.77,28.7,32.8,23.64,57.4,7.72,0.04,October to February,pulses
Uttarakhand,83.64,32.38,52.75,15.19,69.9,6.51,0.78,October to March,potato
Karnataka,64.97,51.19,61.19,23.47,92.6,6.5,12.05,March to September,coffee
West Bengal,63.28,33.1,41.32,26.8,74.1,6.36,2.14,June to September,soybean
Bihar,59.99,43.84,52.56,27.62,69.8,6.31,0.28,June to October,maize
Chhattisgarh,94.27,52.95,77.34,19.99,71,5.5,1.6,October to March,potato
Haryana,71.93,43.34,38.33,25.95,69.4,5.96,1.81,June to October,maize
Haryana,103.95,44.99,42.45,13.2,53.5,6.56,0,November to March,wheat
Tripura,42.87,39.15,45,29.94,75.9,6.54,3.33,June to September,groundnut
Tamil Nadu,100.89,49.33,99.21,29.86,77.3,6.25,0.91,February to October,sugarcane
Maharashtra,52.42,37.73,51.03,27.78,60.6,6.76,7.05,June to September,soybean
Himachal Pradesh,86.54,50.54,78.57,18.41,66.9,5.53,0,October to March,potato
Uttar Pradesh,64.98,32.71,72.06,19.72,68.7,6,0.47,October to March,onion
Punjab,39.3,25.76,42.79,25.11,58.6,6.27,3.83,June to September,soybean
Kerala,57.09,30.77,49.03,30.25,71.8,6.57,6.19,June to September,cotton
West Bengal,54.03,53.46,79.43,24.71,85.4,6.5,48.23,April to September,tea
Tamil Nadu,100.95,55.65,93.54,32.48,79.5,7.06,0.79,February to October,sugarcane
West Bengal,78.68,42.8,67.41,26.34,86.5,5.24,9.43,April to September,tea
Bihar,62.31,36.57,72.53,22.3,66.6,7.5,1.34,October to March,onion
Uttarakhand,84.97,40.97,63.22,17.68,73,5.86,0.04,October to March,potato
Punjab,59.98,34,62.97,19.74,57.3,6,0.65,October to March,onion
Nagaland,66.92,38.45,45.3,26.95,64.3,7.06,3.85,June to October,maize
Manipur,66.32,31.33,49.61,30.3,59.1,7.45,0.56,June to September,jowar
Kerala,66.64,48.6,56.84,22.09,80.2,5.44,5.6,April to September,tea
Himachal Pradesh,61.89,34.13,53.49,26.48,42.4,6.16,0,June to September,jowar
Maharashtra,47.69,36.39,48.09,23.22,52.1,7.81,0.27,October to February,pulses
Odisha,66.27,45.97,37.31,28.81,62.1,7.03,5.55,June to October,maize
West Bengal,72.07,27.42,47.35,20.28,64.5,7.11,2.19,October to March,onion
Kerala,35.32,47.89,41.89,28.71,79.9,6.24,5.45,June to September,groundnut
West Bengal,86.05,55.85,69.08,16.78,77.6,7.29,0.12,October to March,potato
Kerala,50.42,37.32,61.55,22.37,88,5.44,2.09,March to September,coffee
Kerala,59.58,31.62,25.07,33.3,58.2,6.86,4.57,June to September,bajra
Tripura,73.38,41.11,62.33,24.21,90.3,5.33,0.24,April to September,tea
Rajasthan,81.87,47.12,85.43,21.6,62.2,6.87,0,October to March,potato
Telangana,62.48,36.99,56.62,27.28,60.4,7.5,0.21,June to September,soybean
Rajasthan,65.76,39.49,56.83,24.49,56.2,6.79,1.96,September to March,tomato
Uttar Pradesh,42.94,37.38,46.11,28.41,66.1,6.44,0.21,June to September,groundnut
Gujarat,76.35,30.3,40.15,26.43,67.6,6.51,0.55,June to September,soybean
Kerala,61.15,49.77,87.25,22.41,86.8,5.34,4.34,April to September,tea
Chhattisgarh,61.66,32.95,49.67,29.75,62,7.14,1.64,June to September,jowar
Uttarakhand,42.95,21.07,39.91,20.24,53.1,7.31,0.46,October to February,pulses
Assam,76.11,48.19,54.72,28.62,88.6,6.95,8.09,June to September,rice
Chhattisgarh,82.5,48.18,79.86,17.43,79.7,7.07,0.23,October to March,potato
West Bengal,80.73,45.97,53.75,19.22,72.4,6.42,0.51,October to March,potato
Tripura,52.77,29.18,48.82,30.25,63.7,6.39,0.46,June to September,cotton
Uttar Pradesh,57.66,32.77,33.77,27.22,70,6.97,0,June to September,soybean
Himachal Pradesh,79.02,47.99,56.55,17.03,64.1,6.12,3.66,October to March,potato
Rajasthan,66.25,38.74,72.65,29.92,50.4,7.22,0,June to September,cotton
Andhra Pradesh,61.67,41.35,36.83,29.59,83.9,5.89,9.96,June to September,rice
Punjab,89.28,40.99,54.47,13.74,55.9,6.56,0.77,November to March,wheat
Assam,76.24,56.56,58.78,26.61,88.4,5.55,2.79,April to September,tea
Karnataka,81.87,33.28,49.8,31.61,60.4,7.71,23.98,June to September,jowar
Tripura,78.82,44.93,66.28,26.4,85.8,4.99,5.44,April to September,tea
Tripura,61.17,38.13,60.96,30.7,70.1,6.75,0.07,June to September,cotton
Gujarat,62.93,23.54,40.94,36.25,40.6,7.46,0,June to September,bajra
Chhattisgarh,28.6,38.5,31.83,29.11,73.8,6.97,0.25,June to September,groundnut
Kerala,58.02,40.29,61.12,23.63,63,7.5,0.42,September to March,tomato
Odisha,71.03,47.04,73.03,17.96,73.2,6.65,1.89,October to March,potato
West Bengal,89.44,35.59,42.51,28.52,57.6,6.24,0.96,June to September,jowar
Bihar,58.86,46.8,52.56,22.91,63,6.35,0,October to March,onion
West Bengal,33.58,36.04,52.77,25.81,76,5.86,0.91,June to September,groundnut
Assam,54.63,37.96,64.47,32.49,65.3,6.66,0,June to September,jowar
Goa,81.48,42.16,60.31,20.88,76.9,7.07,4.47,October to March,onion
Bihar,70.92,32.63,51.68,21.74,60.4,7.47,0,October to March,onion
Maharashtra,90.65,41.97,30.69,28.27,85.7,6.2,5.27,June to September,rice
Jharkhand,53.37,30.53,53.1,28.92,49.7,6.52,0.39,June to September,jowar
Madhya Pradesh,44.34,41.72,35.67,26.41,54.2,6.98,0.33,October to February,pulses
West Bengal,84.46,63.1,32.66,30.93,81,6.63,16.62,June to September,rice
Maharashtra,100.95,42.53,48.28,28.95,83.2,5.73,3.38,June to September,rice
Bihar,92.74,53.7,65.64,19.12,73.1,6.04,1.35,October to March,potato
Jharkhand,67.84,36.36,47.82,28.85,60.1,7.32,0,June to September,cotton
Madhya Pradesh,61.43,38.25,67.73,22.02,70.7,6.71,0,October to March,onion
Uttar Pradesh,45.44,38.76,57.89,21.29,63.7,7.34,4.84,October to March,onion
Uttar Pradesh,47.91,44.33,42,24.94,72.1,6.13,2.07,September to March,tomato
Odisha,73.11,45.55,42.27,28.54,61.8,7.03,0.06,June to October,maize
Assam,83.41,36.81,47.67,23.15,84.2,5.89,0,April to September,tea
Goa,85.12,46.47,43.01,26.34,66.7,6.63,0,June to October,maize
Telangana,51.87,43.49,44.04,23.39,56.8,6.64,0.61,September to March,tomato
Himachal Pradesh,87.65,43.02,56.45,27.42,53.4,6.36,0,June to October,maize
Punjab,75.04,42.2,47.99,21.39,63.5,6.29,0.72,October to March,onion
Uttar Pradesh,41.89,35.37,50.53,27.92,65.5,6.18,0.39,June to September,groundnut
Karnataka,65.04,33.39,45.28,31.58,70.7,6.95,3.07,June to September,cotton
Maharashtra,99.65,55.67,106.44,30.78,83.3,6.82,1.75,February to October,sugarcane
Tripura,86.13,59.94,52.82,27.73,85.9,5.9,14.41,April to September,tea
Punjab,51.11,30.82,32.08,24.07,61.6,7.17,0.25,June to September,soybean
Assam,73.36,56.11,42.09,30.86,87.1,5.5,2.18,June to September,rice
Kerala,70.24,49.82,60.16,23.18,90,6.06,1.6,April to September,tea
Rajasthan,61.15,26.22,47.09,29.3,61.9,6.82,0,June to September,cotton
Jharkhand,67.66,31.47,54.46,19.28,62.9,5.81,0.73,September to March,tomato
West Bengal,69.78,41.9,81.21,23.15,87.8,5.55,6.12,April to September,tea
Punjab,105.65,51.53,51.23,16.87,40,6.66,0,November to March,wheat
Tripura,95.58,33.74,83.18,26.06,87.3,5.14,2.78,April to September,tea
West Bengal,77.75,34.63,72.08,21.28,68.2,6,2.42,October to March,onion
Nagaland,49.64,41.45,42.4,25.02,73.6,6.74,11.72,June to September,soybean
Haryana,30.03,30.38,51.36,29.54,75.8,5.48,2.65,June to September,groundnut
Kerala,82.29,54.01,54.18,28.53,77,5.51,12.24,June to September,rice
